,Title,Average Score,Score Count,Dates,Platforms,Regions
86,Rico,53.13678278816184,9,"Mar 13, 2019",Xbox One,North America
87,Savage Lands,59.61447578996194,9,"Feb 04, 2015",PC (Microsoft Windows),Worldwide
87,Savage Lands,59.61447578996194,9,"Feb 04, 2015",Mac,Worldwide
87,Savage Lands,59.61447578996194,9,"Feb 04, 2015",Linux,Worldwide
88,The Universim,65.72087908908081,9,"Aug 28, 2018",PC (Microsoft Windows),Worldwide
88,The Universim,65.72087908908081,9,"Aug 28, 2018",Mac,Worldwide
88,The Universim,65.72087908908081,9,"Aug 28, 2018",Linux,Worldwide
89,Hades II,85.0754897653551,8,"May 06, 2024",PC (Microsoft Windows),Worldwide
90,Big Time,87.05882352941175,8,"Apr 19, 2022",PC (Microsoft Windows),Worldwide
91,Achilles: Legends Untold,57.53421887637653,8,"Nov 02, 2023",Xbox Series X|S,North America
91,Achilles: Legends Untold,57.53421887637653,8,"Nov 02, 2023",PlayStation 5,Worldwide
91,Achilles: Legends Untold,57.53421887637653,8,"May 12, 2022",PC (Microsoft Windows),Worldwide
91,Achilles: Legends Untold,57.53421887637653,8,"Nov 02, 2023",PC (Microsoft Windows),Worldwide
92,Second Extinction,72.61604711117297,8,"Oct 20, 2022",Xbox One,Worldwide
92,Second Extinction,72.61604711117297,8,"Oct 20, 2022",Xbox Series X|S,Worldwide
92,Second Extinction,72.61604711117297,8,"Oct 13, 2020",PC (Microsoft Windows),Worldwide
93,Craftopia,71.79325842696629,8,"Sep 04, 2020",PC (Microsoft Windows),Worldwide
93,Craftopia,71.79325842696629,8,"Jul 05, 2020",Xbox One,Worldwide
94,Dinkum,83.38946077023459,8,"Jul 14, 2022",PC (Microsoft Windows),Worldwide
95,Foundation,63.68350171809344,8,"Feb 01, 2019",PC (Microsoft Windows),Worldwide
96,Nova Drift,39.54285714285714,8,"Mar 27, 2019",Mac,Worldwide
96,Nova Drift,39.54285714285714,8,"Mar 27, 2019",PC (Microsoft Windows),Worldwide
96,Nova Drift,39.54285714285714,8,Aug 2024,PC (Microsoft Windows),Worldwide
97,Academia: School Simulator,69.81034505672702,8,"Sep 08, 2017",PC (Microsoft Windows),Worldwide
98,Staxel,54.56949609190651,8,"Jan 23, 2018",PC (Microsoft Windows),Worldwide
98,Staxel,54.56949609190651,8,"Sep 23, 2021",Nintendo Switch,North America
98,Staxel,54.56949609190651,8,"Sep 23, 2021",Nintendo Switch,Europe
99,Oriental Empires,53.375,8,"Sep 20, 2016",PC (Microsoft Windows),Worldwide
100,ARK: Survival of the Fittest,14.66815512119835,8,"Jul 19, 2016",PlayStation 4,Worldwide
100,ARK: Survival of the Fittest,14.66815512119835,8,"Mar 15, 2016",PC (Microsoft Windows),Worldwide
100,ARK: Survival of the Fittest,14.66815512119835,8,"Mar 15, 2016",Mac,Worldwide
100,ARK: Survival of the Fittest,14.66815512119835,8,"Mar 15, 2016",Linux,Worldwide
101,Echo of Soul,56.72286707808303,8,"Jun 22, 2015",PC (Microsoft Windows),Worldwide
102,Riot: Civil Unrest,50.91514610670846,8,"Dec 06, 2017",Linux,Worldwide
102,Riot: Civil Unrest,50.91514610670846,8,"Dec 06, 2017",Mac,Worldwide
102,Riot: Civil Unrest,50.91514610670846,8,"Dec 06, 2017",PC (Microsoft Windows),Worldwide
102,Riot: Civil Unrest,50.91514610670846,8,"Feb 07, 2019",Nintendo Switch,North America
102,Riot: Civil Unrest,50.91514610670846,8,"Feb 06, 2019",Xbox One,Worldwide
102,Riot: Civil Unrest,50.91514610670846,8,"Feb 06, 2019",PlayStation 4,Worldwide
103,Overpower,70.17241379310346,8,"Apr 20, 2016",PC (Microsoft Windows),Worldwide
104,Labyrinth,81.04545454545453,8,"Mar 07, 2016",PC (Microsoft Windows),Worldwide
104,Labyrinth,81.04545454545453,8,"Mar 07, 2016",Mac,Worldwide
105,Dead Effect 2,54.32579989842559,8,"Oct 28, 2015",iOS,Worldwide
105,Dead Effect 2,54.32579989842559,8,"Oct 28, 2015",Android,Worldwide
105,Dead Effect 2,54.32579989842559,8,"May 06, 2016",Mac,Worldwide
105,Dead Effect 2,54.32579989842559,8,"May 06, 2016",PC (Microsoft Windows),Worldwide
105,Dead Effect 2,54.32579989842559,8,Jun 2016,Xbox One,Worldwide
105,Dead Effect 2,54.32579989842559,8,Jun 2016,PlayStation 4,Worldwide
105,Dead Effect 2,54.32579989842559,8,"Jan 17, 2017",PlayStation 4,North America
105,Dead Effect 2,54.32579989842559,8,"Oct 28, 2015",Android,Australia
105,Dead Effect 2,54.32579989842559,8,"Jan 13, 2017",Xbox One,North America
105,Dead Effect 2,54.32579989842559,8,"Nov 18, 2021",Nintendo Switch,North America
105,Dead Effect 2,54.32579989842559,8,"Nov 11, 2021",Nintendo Switch,Europe
106,The Guild 3,59.3083623245374,8,"Sep 26, 2017",PC (Microsoft Windows),Worldwide
106,The Guild 3,59.3083623245374,8,"Jun 14, 2022",PC (Microsoft Windows),Worldwide
107,Interstellar Marines,39.70762760263374,8,"Jun 06, 2014",Linux,Worldwide
107,Interstellar Marines,39.70762760263374,8,"Jul 02, 2013",Mac,Worldwide
107,Interstellar Marines,39.70762760263374,8,"Jul 02, 2013",PC (Microsoft Windows),Worldwide
108,The Coffin of Andy and Leyley,74.32765544938374,7,"Oct 13, 2023",PC (Microsoft Windows),Worldwide
108,The Coffin of Andy and Leyley,74.32765544938374,7,"Oct 13, 2023",PC (Microsoft Windows),Worldwide
109,Soulstone Survivors,74.81166094561975,7,"Nov 07, 2022",PC (Microsoft Windows),Worldwide
110,Lightyear Frontier,34.60674157303371,7,TBD,PC (Microsoft Windows),Worldwide
110,Lightyear Frontier,34.60674157303371,7,"Mar 19, 2024",PC (Microsoft Windows),Worldwide
110,Lightyear Frontier,34.60674157303371,7,"Mar 19, 2024",Xbox One,Worldwide
110,Lightyear Frontier,34.60674157303371,7,"Mar 19, 2024",Xbox Series X|S,Worldwide
111,Age of Darkness: Final Stand,70.80317539589043,7,"Oct 07, 2021",PC (Microsoft Windows),Worldwide
111,Age of Darkness: Final Stand,70.80317539589043,7,Q4 2024,PC (Microsoft Windows),Worldwide
112,Mad Games Tycoon 2,71.13177779651197,7,"Jan 21, 2021",PC (Microsoft Windows),Worldwide
112,Mad Games Tycoon 2,71.13177779651197,7,"May 31, 2023",PC (Microsoft Windows),Worldwide
112,Mad Games Tycoon 2,71.13177779651197,7,"Jan 21, 2021",Mac,Worldwide
112,Mad Games Tycoon 2,71.13177779651197,7,"May 31, 2023",Mac,Worldwide
113,Foundry,86.20689655172414,7,"May 02, 2024",PC (Microsoft Windows),Worldwide
114,Tiny Bunny,71.41721795289932,7,"Apr 16, 2021",PC (Microsoft Windows),Worldwide
115,Timberborn,71.91697415473745,7,"Sep 15, 2021",Mac,Worldwide
115,Timberborn,71.91697415473745,7,"Sep 15, 2021",PC (Microsoft Windows),Worldwide
115,Timberborn,71.91697415473745,7,TBD,PC (Microsoft Windows),Worldwide
116,Atlas,58.89921777576238,7,"Oct 08, 2019",Xbox One,Worldwide
116,Atlas,58.89921777576238,7,"Dec 22, 2018",PC (Microsoft Windows),Worldwide
117,Torque Drift,90.0,7,"Mar 24, 2020",PC (Microsoft Windows),Worldwide
118,Legion TD 2,51.16048146568269,7,"Nov 20, 2017",Mac,Worldwide
118,Legion TD 2,51.16048146568269,7,"Oct 01, 2021",Mac,Worldwide
118,Legion TD 2,51.16048146568269,7,"Nov 20, 2017",PC (Microsoft Windows),Worldwide
118,Legion TD 2,51.16048146568269,7,"Oct 01, 2021",PC (Microsoft Windows),Worldwide
119,Infinite Minigolf,62.66666666666666,7,"Oct 06, 2016",PC (Microsoft Windows),Worldwide
119,Infinite Minigolf,62.66666666666666,7,"Jul 25, 2017",PC (Microsoft Windows),North America
119,Infinite Minigolf,62.66666666666666,7,"Jul 24, 2017",Nintendo Switch,Worldwide
119,Infinite Minigolf,62.66666666666666,7,"Jul 25, 2017",PlayStation 4,Europe
119,Infinite Minigolf,62.66666666666666,7,"Jul 25, 2017",PlayStation 4,North America
119,Infinite Minigolf,62.66666666666666,7,"Jul 28, 2017",Nintendo Switch,North America
119,Infinite Minigolf,62.66666666666666,7,"Jul 25, 2017",Xbox One,North America
120,Stationeers,95.20050654284509,7,"Dec 12, 2017",PC (Microsoft Windows),Worldwide
121,Death Trash,68.52367872511509,7,"Aug 05, 2021",Linux,Worldwide
121,Death Trash,68.52367872511509,7,"Aug 05, 2021",Mac,Worldwide
121,Death Trash,68.52367872511509,7,"Aug 05, 2021",PC (Microsoft Windows),Worldwide
121,Death Trash,68.52367872511509,7,2025,PC (Microsoft Windows),Worldwide
121,Death Trash,68.52367872511509,7,2025,Linux,Worldwide
121,Death Trash,68.52367872511509,7,2025,Mac,Worldwide
122,Grav,56.24543788632251,7,"Jan 08, 2015",PC (Microsoft Windows),Worldwide
123,Blockade 3D,59.81505490544451,7,"Nov 05, 2014",PC (Microsoft Windows),Worldwide
124,Of Guards and Thieves,58.56139364990166,7,"Jun 03, 2014",PC (Microsoft Windows),Worldwide
125,Between Me and the Night,77.27534502733315,7,"Jan 22, 2016",PC (Microsoft Windows),Worldwide
125,Between Me and the Night,77.27534502733315,7,"Jan 22, 2016",Mac,Worldwide
126,Project: Playtime,53.33333333333333,6,"Dec 12, 2022",PC (Microsoft Windows),Worldwide
127,Yet Another Zombie Survivors,80.01239517362927,6,"Jul 13, 2023",PC (Microsoft Windows),Worldwide
128,Shatterline,79.82540790582537,6,"Sep 08, 2022",PC (Microsoft Windows),Worldwide
129,The Anacrusis,53.60345222633449,6,"Jan 13, 2022",PC (Microsoft Windows),Worldwide
129,The Anacrusis,53.60345222633449,6,"Dec 05, 2023",PC (Microsoft Windows),Worldwide
129,The Anacrusis,53.60345222633449,6,"Jan 13, 2022",Xbox One,North America
129,The Anacrusis,53.60345222633449,6,"Jan 13, 2022",Xbox Series X|S,North America
130,Farthest Frontier,79.98012175425518,6,"Aug 09, 2022",PC (Microsoft Windows),Worldwide
131,Manor Lords,71.40392597690112,6,"Apr 26, 2024",PC (Microsoft Windows),Worldwide
132,All Over,83.33333333333334,6,"Apr 06, 2020",PC (Microsoft Windows),Worldwide
133,Orbital Bullet,70.42121316700332,6,"Apr 22, 2021",PC (Microsoft Windows),Worldwide
133,Orbital Bullet,70.42121316700332,6,"Nov 10, 2022",Nintendo Switch,Worldwide
133,Orbital Bullet,70.42121316700332,6,"Jun 09, 2023",PlayStation 4,Worldwide
133,Orbital Bullet,70.42121316700332,6,"Jul 14, 2023",Xbox One,North America
134,Firestone Idle RPG,47.06422018348624,6,"Sep 26, 2019",Linux,Worldwide
134,Firestone Idle RPG,47.06422018348624,6,"Apr 01, 2024",Linux,Worldwide
134,Firestone Idle RPG,47.06422018348624,6,"Sep 26, 2019",Mac,Worldwide
134,Firestone Idle RPG,47.06422018348624,6,"Apr 01, 2024",Mac,Worldwide
134,Firestone Idle RPG,47.06422018348624,6,"Sep 26, 2019",PC (Microsoft Windows),Worldwide
134,Firestone Idle RPG,47.06422018348624,6,"Apr 01, 2024",PC (Microsoft Windows),Worldwide
135,Trials of Fire,75.83333333333334,6,"May 03, 2019",PC (Microsoft Windows),Worldwide
136,War Selection,62.2308979364194,6,"Oct 08, 2019",PC (Microsoft Windows),Worldwide
137,Deeeer Simulator,62.07143660752438,6,"Jan 21, 2020",PC (Microsoft Windows),Worldwide
137,Deeeer Simulator,62.07143660752438,6,"Jan 20, 2020",PC (Microsoft Windows),North America
137,Deeeer Simulator,62.07143660752438,6,"Nov 25, 2021",PlayStation 4,Worldwide
137,Deeeer Simulator,62.07143660752438,6,"Nov 25, 2021",Xbox One,Worldwide
137,Deeeer Simulator,62.07143660752438,6,"Nov 25, 2021",Nintendo Switch,Worldwide
137,Deeeer Simulator,62.07143660752438,6,"Nov 24, 2021",Nintendo Switch,Europe
137,Deeeer Simulator,62.07143660752438,6,"Nov 23, 2021",Xbox One,North America
137,Deeeer Simulator,62.07143660752438,6,"Nov 23, 2021",Xbox Series X|S,North America
138,Workers & Resources: Soviet Republic,68.50416764302213,6,"Mar 15, 2019",PC (Microsoft Windows),Worldwide
139,Half-Life: Uplink,70.08421892086201,6,"Feb 12, 1999",PC (Microsoft Windows),Worldwide
139,Half-Life: Uplink,70.08421892086201,6,"Jun 06, 2002",PlayStation 2,North America
140,Maximum Action,63.80596290181607,6,"Sep 19, 2018",PC (Microsoft Windows),Worldwide
141,Pandemic: The Board Game,61.13560829183328,6,"Oct 03, 2013",iOS,Worldwide
141,Pandemic: The Board Game,61.13560829183328,6,"Aug 01, 2019",Nintendo Switch,North America
141,Pandemic: The Board Game,61.13560829183328,6,"Aug 01, 2019",Xbox One,Worldwide
141,Pandemic: The Board Game,61.13560829183328,6,"Aug 24, 2018",PC (Microsoft Windows),Worldwide
142,PixArk,71.30528907377536,6,"May 31, 2019",Nintendo Switch,Worldwide
142,PixArk,71.30528907377536,6,"May 31, 2019",Xbox One,Worldwide
142,PixArk,71.30528907377536,6,"May 31, 2019",PlayStation 4,Worldwide
142,PixArk,71.30528907377536,6,"Mar 27, 2018",PC (Microsoft Windows),Worldwide
143,Gene Shift Auto,69.95083232193197,6,"May 23, 2017",PC (Microsoft Windows),Worldwide
143,Gene Shift Auto,69.95083232193197,6,"May 23, 2017",Linux,Worldwide
143,Gene Shift Auto,69.95083232193197,6,"May 23, 2017",PC (Microsoft Windows),North America
144,Demonologist,55.71428571428571,5,"Mar 27, 2023",PC (Microsoft Windows),Worldwide
145,Nightingale,61.34468910123252,5,"Feb 20, 2024",PC (Microsoft Windows),Worldwide
145,Nightingale,61.34468910123252,5,TBD,PC (Microsoft Windows),Worldwide
146,Turing Complete,83.37078651685394,5,"Oct 02, 2021",PC (Microsoft Windows),Worldwide
146,Turing Complete,83.37078651685394,5,"Oct 02, 2021",Linux,Worldwide
146,Turing Complete,83.37078651685394,5,"Oct 02, 2021",Mac,Worldwide
147,Dominion,90.07874015748031,5,"Oct 07, 2021",Android,Worldwide
147,Dominion,90.07874015748031,5,TBD,iOS,Worldwide
147,Dominion,90.07874015748031,5,"Oct 07, 2021",Android,Worldwide
147,Dominion,90.07874015748031,5,TBD,iOS,Worldwide
147,Dominion,90.07874015748031,5,"Oct 07, 2021",PC (Microsoft Windows),Worldwide
147,Dominion,90.07874015748031,5,"Feb 01, 2024",PC (Microsoft Windows),Worldwide
148,Anvil Saga,67.72131316470231,5,"Jun 22, 2022",PC (Microsoft Windows),Worldwide
149,IdleOn: The Idle MMO,60.14821496751836,5,"Apr 02, 2021",PC (Microsoft Windows),Worldwide
149,IdleOn: The Idle MMO,60.14821496751836,5,"Nov 09, 2020",Android,Worldwide
149,IdleOn: The Idle MMO,60.14821496751836,5,"Nov 12, 2020",PC (Microsoft Windows),Worldwide
149,IdleOn: The Idle MMO,60.14821496751836,5,TBD,iOS,Worldwide
150,Population: One,96.0,5,"Oct 22, 2020",Oculus VR,Worldwide
150,Population: One,96.0,5,"Oct 22, 2020",SteamVR,Worldwide
150,Population: One,96.0,5,"Oct 22, 2020",Oculus Quest,Worldwide
150,Population: One,96.0,5,"Oct 22, 2020",Meta Quest 2,Worldwide
151,Hokko Life,43.0,5,"Jun 02, 2021",PC (Microsoft Windows),Worldwide
151,Hokko Life,43.0,5,"Sep 27, 2022",Nintendo Switch,Worldwide
151,Hokko Life,43.0,5,"Sep 27, 2022",PlayStation 4,Worldwide
151,Hokko Life,43.0,5,"Sep 27, 2022",Xbox One,Worldwide
152,Hunter's Arena: Legends,51.0809954501272,5,"Jul 15, 2020",PC (Microsoft Windows),Worldwide
152,Hunter's Arena: Legends,51.0809954501272,5,"Aug 03, 2021",PlayStation 4,Worldwide
152,Hunter's Arena: Legends,51.0809954501272,5,"Aug 06, 2021",PlayStation 5,Worldwide
153,Going Medieval,61.75159575149583,5,"Jun 01, 2021",PC (Microsoft Windows),Worldwide
154,Dungeon of Dragon Knight,46.62921348314606,5,"Jul 10, 2019",PC (Microsoft Windows),Worldwide
154,Dungeon of Dragon Knight,46.62921348314606,5,"Jul 10, 2019",Mac,Worldwide
155,Size Matters,50.84093736992634,5,"Nov 20, 2019",PC (Microsoft Windows),Worldwide
155,Size Matters,50.84093736992634,5,"May 10, 2023",Xbox One,North America
156,Drunken Wrestlers 2,76.0,5,"Apr 01, 2019",PC (Microsoft Windows),Worldwide
157,Vegas Infinite by PokerStars,88.0,5,"Nov 01, 2019",Oculus VR,Worldwide
157,Vegas Infinite by PokerStars,88.0,5,"Jan 28, 2021",PlayStation VR,Worldwide
157,Vegas Infinite by PokerStars,88.0,5,"May 17, 2019",Oculus Quest,Worldwide
157,Vegas Infinite by PokerStars,88.0,5,"May 17, 2019",Meta Quest 2,Worldwide
157,Vegas Infinite by PokerStars,88.0,5,"May 27, 2023",PlayStation VR2,Worldwide
157,Vegas Infinite by PokerStars,88.0,5,"Nov 08, 2018",PC (Microsoft Windows),Worldwide
157,Vegas Infinite by PokerStars,88.0,5,"Nov 08, 2018",SteamVR,Worldwide
158,Scarf,66.4,5,"Dec 23, 2021",PC (Microsoft Windows),Worldwide
158,Scarf,66.4,5,"Jul 06, 2023",PlayStation 4,Worldwide
158,Scarf,66.4,5,"Jul 06, 2023",PlayStation 5,Worldwide
158,Scarf,66.4,5,"Jul 06, 2023",Xbox One,Worldwide
158,Scarf,66.4,5,"Jul 06, 2023",Xbox Series X|S,Worldwide
158,Scarf,66.4,5,"Jul 06, 2023",Xbox One,North America
158,Scarf,66.4,5,"Jul 06, 2023",Xbox Series X|S,North America
159,Among Trees,69.54784831221782,5,"Jun 13, 2020",PC (Microsoft Windows),Worldwide
160,Space Haven,63.80323791759334,5,"May 21, 2020",PC (Microsoft Windows),Worldwide
160,Space Haven,63.80323791759334,5,"May 21, 2020",Mac,North America
160,Space Haven,63.80323791759334,5,"May 21, 2020",Linux,North America
161,Headsnatchers,47.78376298576376,5,"Jul 24, 2018",PC (Microsoft Windows),Worldwide
161,Headsnatchers,47.78376298576376,5,"Nov 07, 2019",Nintendo Switch,Worldwide
161,Headsnatchers,47.78376298576376,5,"Jul 28, 2020",PlayStation 4,Worldwide
162,The Lord of the Rings: Adventure Card Game,68.92047568695789,5,"Aug 08, 2019",Nintendo Switch,Worldwide
162,The Lord of the Rings: Adventure Card Game,68.92047568695789,5,"Aug 08, 2019",PlayStation 4,Worldwide
162,The Lord of the Rings: Adventure Card Game,68.92047568695789,5,"Aug 08, 2019",Xbox One,Worldwide
162,The Lord of the Rings: Adventure Card Game,68.92047568695789,5,"Aug 29, 2019",Linux,Worldwide
162,The Lord of the Rings: Adventure Card Game,68.92047568695789,5,"Nov 04, 2019",Nintendo Switch,Europe
162,The Lord of the Rings: Adventure Card Game,68.92047568695789,5,"Jan 28, 2018",PC (Microsoft Windows),Worldwide
162,The Lord of the Rings: Adventure Card Game,68.92047568695789,5,"Jan 28, 2018",Mac,Worldwide
163,Witchfire,49.69721893740783,5,"Sep 20, 2023",PC (Microsoft Windows),Worldwide
164,Computer Tycoon,68.4416367775665,5,"Oct 12, 2017",PC (Microsoft Windows),Worldwide
164,Computer Tycoon,68.4416367775665,5,"Oct 12, 2017",Mac,Worldwide
165,Desolate,76.41030041246324,5,"Jan 17, 2019",PC (Microsoft Windows),Worldwide
166,Bio Inc. Redemption,70.0,5,"May 18, 2017",PC (Microsoft Windows),Worldwide
166,Bio Inc. Redemption,70.0,5,"Feb 27, 2024",PlayStation 4,Worldwide
166,Bio Inc. Redemption,70.0,5,"Feb 27, 2024",PlayStation 5,Worldwide
166,Bio Inc. Redemption,70.0,5,"Feb 27, 2024",Xbox One,Worldwide
166,Bio Inc. Redemption,70.0,5,"Feb 27, 2024",Xbox Series X|S,Worldwide
166,Bio Inc. Redemption,70.0,5,"Mar 14, 2024",Nintendo Switch,Worldwide
167,AdventureQuest 3D,63.14621339834339,5,"Oct 19, 2016",PC (Microsoft Windows),Worldwide
167,AdventureQuest 3D,63.14621339834339,5,"Oct 19, 2016",Mac,Worldwide
167,AdventureQuest 3D,63.14621339834339,5,"Oct 19, 2016",iOS,Worldwide
167,AdventureQuest 3D,63.14621339834339,5,"Oct 19, 2016",Android,Worldwide
168,Paranormal Activity: The Lost Soul,69.02774897875744,5,"Sep 09, 2021",Oculus Quest,Worldwide
168,Paranormal Activity: The Lost Soul,69.02774897875744,5,"Sep 09, 2021",Meta Quest 2,Worldwide
168,Paranormal Activity: The Lost Soul,69.02774897875744,5,"Aug 15, 2017",Oculus Rift,Worldwide
168,Paranormal Activity: The Lost Soul,69.02774897875744,5,"Aug 15, 2017",PlayStation VR,Worldwide
168,Paranormal Activity: The Lost Soul,69.02774897875744,5,"Aug 15, 2017",SteamVR,Worldwide
168,Paranormal Activity: The Lost Soul,69.02774897875744,5,"Mar 20, 2018",PlayStation 4,Worldwide
168,Paranormal Activity: The Lost Soul,69.02774897875744,5,"Mar 20, 2018",PC (Microsoft Windows),Worldwide
169,Tower Unite,80.81601636208076,5,"Apr 08, 2016",PC (Microsoft Windows),Worldwide
170,WWII Online,72.5,5,2018,Mac,Worldwide
170,WWII Online,72.5,5,2018,PC (Microsoft Windows),Worldwide
171,Chime Sharp,78.16666666666666,5,"Oct 04, 2015",PC (Microsoft Windows),Worldwide
171,Chime Sharp,78.16666666666666,5,"Oct 04, 2015",Mac,Worldwide
171,Chime Sharp,78.16666666666666,5,"Oct 04, 2015",Linux,Worldwide
171,Chime Sharp,78.16666666666666,5,"Feb 21, 2017",PlayStation 4,North America
171,Chime Sharp,78.16666666666666,5,"Jul 19, 2016",PC (Microsoft Windows),North America
171,Chime Sharp,78.16666666666666,5,"Feb 24, 2017",Xbox One,North America
171,Chime Sharp,78.16666666666666,5,"May 28, 2019",Nintendo Switch,North America
172,StarCrawlers,70.03088533873589,5,"May 23, 2017",Linux,Worldwide
172,StarCrawlers,70.03088533873589,5,"May 23, 2017",PC (Microsoft Windows),Worldwide
172,StarCrawlers,70.03088533873589,5,"May 23, 2017",Mac,Worldwide
173,Bang-On Balls: Chronicles,80.0,4,"Oct 05, 2023",PC (Microsoft Windows),Worldwide
173,Bang-On Balls: Chronicles,80.0,4,"Oct 05, 2023",Nintendo Switch,Worldwide
173,Bang-On Balls: Chronicles,80.0,4,"Oct 05, 2023",PlayStation 4,Worldwide
173,Bang-On Balls: Chronicles,80.0,4,"Oct 05, 2023",Xbox One,Worldwide
173,Bang-On Balls: Chronicles,80.0,4,"Mar 03, 2021",PC (Microsoft Windows),Worldwide
173,Bang-On Balls: Chronicles,80.0,4,"Mar 05, 2024",PlayStation 5,Worldwide
173,Bang-On Balls: Chronicles,80.0,4,"Mar 05, 2024",Xbox Series X|S,Worldwide
174,The Long Drive,60.0,4,"Sep 25, 2019",PC (Microsoft Windows),Worldwide
175,Black Skylands,80.0,4,"Jun 09, 2021",PC (Microsoft Windows),Worldwide
175,Black Skylands,80.0,4,"Aug 15, 2023",Nintendo Switch,Worldwide
175,Black Skylands,80.0,4,"Aug 15, 2023",PC (Microsoft Windows),Worldwide
175,Black Skylands,80.0,4,"Aug 15, 2023",PlayStation 4,Worldwide
175,Black Skylands,80.0,4,"Aug 15, 2023",PlayStation 5,Worldwide
175,Black Skylands,80.0,4,"Aug 15, 2023",Xbox Series X|S,Worldwide
175,Black Skylands,80.0,4,"Jul 31, 2021",Xbox One,Worldwide
176,Gamecraft,60.0,4,"Oct 25, 2019",PC (Microsoft Windows),Worldwide
177,Shortest Trip to Earth,64.83333333333334,4,"Oct 09, 2018",PC (Microsoft Windows),Worldwide
178,Mist Survival,80.0,4,"Aug 14, 2018",PC (Microsoft Windows),Worldwide
179,Meow Motors,65.5,4,"Jun 04, 2018",PC (Microsoft Windows),Worldwide
179,Meow Motors,65.5,4,"Aug 02, 2019",Xbox One,Worldwide
179,Meow Motors,65.5,4,"May 08, 2019",Nintendo Switch,North America
179,Meow Motors,65.5,4,"Nov 02, 2018",PC (Microsoft Windows),North America
179,Meow Motors,65.5,4,"Feb 12, 2019",PlayStation 4,North America
179,Meow Motors,65.5,4,"Feb 22, 2019",PlayStation 4,Europe
180,Mars Horizon,80.0,4,"Nov 17, 2020",PC (Microsoft Windows),Worldwide
180,Mars Horizon,80.0,4,"Nov 17, 2020",Nintendo Switch,Worldwide
180,Mars Horizon,80.0,4,"Nov 17, 2020",Xbox One,Worldwide
180,Mars Horizon,80.0,4,"Nov 17, 2020",PlayStation 4,Worldwide
180,Mars Horizon,80.0,4,"Nov 16, 2020",Nintendo Switch,Europe
180,Mars Horizon,80.0,4,"Nov 17, 2020",Mac,Worldwide
181,The Coin Game,70.0,4,"Feb 22, 2019",PC (Microsoft Windows),Worldwide
