,Title,Average Score,Score Count,Dates,Platforms,Regions
182,Chinese Parents,80.0,4,"Sep 29, 2018",PC (Microsoft Windows),Worldwide
182,Chinese Parents,80.0,4,"Aug 20, 2020",Nintendo Switch,North America
182,Chinese Parents,80.0,4,"Aug 19, 2020",Nintendo Switch,Europe
182,Chinese Parents,80.0,4,"Sep 28, 2018",PC (Microsoft Windows),Worldwide
182,Chinese Parents,80.0,4,"Sep 28, 2018",Mac,Worldwide
183,Fault: Elder Orb,50.0,4,"Jul 17, 2020",PC (Microsoft Windows),Worldwide
184,Yorkshire Gubbins,79.0,4,Oct 2017,PC (Microsoft Windows),Worldwide
184,Yorkshire Gubbins,79.0,4,Oct 2017,Mac,Worldwide
184,Yorkshire Gubbins,79.0,4,Oct 2017,Linux,Worldwide
185,Rise to Ruins,80.0,4,"Oct 27, 2014",PC (Microsoft Windows),Worldwide
185,Rise to Ruins,80.0,4,"Oct 27, 2014",Mac,Worldwide
185,Rise to Ruins,80.0,4,"Oct 27, 2014",Linux,Worldwide
186,Knockout League,76.0,4,"Jan 24, 2017",PC (Microsoft Windows),Worldwide
186,Knockout League,76.0,4,"Mar 08, 2018",PlayStation 4,Worldwide
186,Knockout League,76.0,4,"Oct 17, 2019",Oculus VR,Worldwide
186,Knockout League,76.0,4,"Jan 24, 2017",SteamVR,Worldwide
186,Knockout League,76.0,4,"Oct 17, 2019",Oculus Quest,Worldwide
186,Knockout League,76.0,4,"Oct 17, 2019",Meta Quest 2,Worldwide
187,Long Gone Days,72.0,4,"Oct 10, 2023",PC (Microsoft Windows),Worldwide
187,Long Gone Days,72.0,4,"Oct 10, 2023",Mac,Worldwide
187,Long Gone Days,72.0,4,"Oct 10, 2023",Nintendo Switch,Worldwide
187,Long Gone Days,72.0,4,"Oct 10, 2023",PlayStation 5,Worldwide
187,Long Gone Days,72.0,4,"Oct 10, 2023",PlayStation 4,Worldwide
187,Long Gone Days,72.0,4,"Oct 10, 2023",Linux,Worldwide
188,Guild Quest,60.0,4,"Jan 26, 2017",PC (Microsoft Windows),Worldwide
188,Guild Quest,60.0,4,"Jan 26, 2017",Mac,Worldwide
188,Guild Quest,60.0,4,"Jan 26, 2017",PC (Microsoft Windows),North America
188,Guild Quest,60.0,4,"Jan 26, 2017",Mac,North America
189,Derail Valley,80.0,4,"Jan 25, 2019",SteamVR,Worldwide
189,Derail Valley,80.0,4,"Jan 25, 2019",PC (Microsoft Windows),Worldwide
189,Derail Valley,80.0,4,"Jan 25, 2019",Oculus VR,Worldwide
190,Terroir,60.0,4,"May 17, 2017",PC (Microsoft Windows),Worldwide
190,Terroir,60.0,4,"May 17, 2017",Mac,Worldwide
191,Pocket Rumble,62.5,4,"Jul 05, 2018",Nintendo Switch,Worldwide
191,Pocket Rumble,62.5,4,"Feb 01, 2016",PC (Microsoft Windows),Worldwide
192,Can't Drive This,50.0,4,"Sep 26, 2016",PC (Microsoft Windows),Europe
192,Can't Drive This,50.0,4,"Sep 26, 2016",Mac,Europe
192,Can't Drive This,50.0,4,"Sep 26, 2016",Linux,Europe
192,Can't Drive This,50.0,4,"Jul 31, 2016",PC (Microsoft Windows),North America
192,Can't Drive This,50.0,4,"Mar 19, 2021",PlayStation 5,Worldwide
192,Can't Drive This,50.0,4,"Mar 19, 2021",PlayStation 4,Worldwide
192,Can't Drive This,50.0,4,"Mar 19, 2021",Xbox One,Worldwide
192,Can't Drive This,50.0,4,"Mar 19, 2021",Nintendo Switch,Worldwide
192,Can't Drive This,50.0,4,"Mar 18, 2021",Nintendo Switch,Europe
193,Windscape,66.16666666666667,4,"Mar 27, 2019",Nintendo Switch,Worldwide
193,Windscape,66.16666666666667,4,"Mar 27, 2019",Xbox One,Worldwide
193,Windscape,66.16666666666667,4,"Mar 27, 2019",PC (Microsoft Windows),Worldwide
194,Volo Airsport,50.0,4,"Sep 04, 2014",PC (Microsoft Windows),Worldwide
194,Volo Airsport,50.0,4,"Sep 04, 2014",Mac,Worldwide
194,Volo Airsport,50.0,4,"Sep 04, 2014",Linux,Worldwide
195,Salt,80.0,4,"Feb 06, 2018",PC (Microsoft Windows),Worldwide
196,Automation: The Car Company Tycoon Game,80.0,4,"Mar 12, 2015",PC (Microsoft Windows),Worldwide
197,The Way of Life,66.16795317036319,4,"Dec 29, 2014",PC (Microsoft Windows),Worldwide
197,The Way of Life,66.16795317036319,4,"Dec 29, 2014",Mac,Worldwide
197,The Way of Life,66.16795317036319,4,"Dec 29, 2014",Linux,Worldwide
198,Medieval Engineers,60.0,4,"Feb 19, 2015",PC (Microsoft Windows),Worldwide
199,Secrets of Grindea,80.0,4,"Jul 13, 2015",PC (Microsoft Windows),Worldwide
199,Secrets of Grindea,80.0,4,"Feb 29, 2024",PC (Microsoft Windows),Worldwide
200,Realms of Arkania: Star Trail,50.0,4,Sep 1994,DOS,Europe
200,Realms of Arkania: Star Trail,50.0,4,Oct 1994,DOS,North America
200,Realms of Arkania: Star Trail,50.0,4,"Jan 10, 2014",PC (Microsoft Windows),Worldwide
200,Realms of Arkania: Star Trail,50.0,4,"Mar 14, 2014",Mac,Worldwide
200,Realms of Arkania: Star Trail,50.0,4,"Mar 14, 2014",Linux,Worldwide
201,Stranded: Alien Dawn,83.66666666666667,3,"Oct 12, 2022",PC (Microsoft Windows),Worldwide
201,Stranded: Alien Dawn,83.66666666666667,3,"Apr 25, 2023",PC (Microsoft Windows),Worldwide
201,Stranded: Alien Dawn,83.66666666666667,3,"Apr 25, 2023",PlayStation 4,Worldwide
201,Stranded: Alien Dawn,83.66666666666667,3,"Apr 25, 2023",PlayStation 5,Worldwide
201,Stranded: Alien Dawn,83.66666666666667,3,"Apr 25, 2023",Xbox Series X|S,Worldwide
201,Stranded: Alien Dawn,83.66666666666667,3,"Apr 25, 2023",Xbox One,Worldwide
201,Stranded: Alien Dawn,83.66666666666667,3,"May 09, 2023",Xbox One,North America
201,Stranded: Alien Dawn,83.66666666666667,3,"May 09, 2023",Xbox Series X|S,North America
202,Power Chord,60.0,3,"Jan 26, 2023",PC (Microsoft Windows),Worldwide
203,Instruments of Destruction,87.0,3,"Mar 02, 2022",PC (Microsoft Windows),Worldwide
203,Instruments of Destruction,87.0,3,"May 10, 2024",PC (Microsoft Windows),Worldwide
204,Tinker Racers,70.0,3,"Mar 25, 2021",PlayStation 4,Worldwide
204,Tinker Racers,70.0,3,"Mar 25, 2021",Nintendo Switch,North America
204,Tinker Racers,70.0,3,"Mar 25, 2021",Xbox One,North America
204,Tinker Racers,70.0,3,"Mar 25, 2021",Nintendo Switch,Europe
204,Tinker Racers,70.0,3,"Mar 01, 2020",PC (Microsoft Windows),Worldwide
205,The Political Process,80.0,3,"Nov 22, 2019",PC (Microsoft Windows),Worldwide
206,10 Miles to Safety,80.0,3,"Oct 21, 2019",PC (Microsoft Windows),Worldwide
207,Hot Shot Burn,70.0,3,"Aug 15, 2019",PC (Microsoft Windows),Worldwide
207,Hot Shot Burn,70.0,3,"Oct 01, 2020",Nintendo Switch,North America
207,Hot Shot Burn,70.0,3,"Sep 30, 2020",Nintendo Switch,Europe
208,Quantum League,71.0,3,TBD,Nintendo Switch,Worldwide
208,Quantum League,71.0,3,"Apr 15, 2021",PC (Microsoft Windows),Worldwide
209,A Year of Rain,50.0,3,"Nov 06, 2019",PC (Microsoft Windows),Worldwide
210,Rogue Star Rescue,70.0,3,"Mar 08, 2019",Mac,Worldwide
210,Rogue Star Rescue,70.0,3,"Mar 08, 2019",PC (Microsoft Windows),Worldwide
210,Rogue Star Rescue,70.0,3,"Mar 08, 2019",Linux,Worldwide
210,Rogue Star Rescue,70.0,3,"Jul 15, 2021",Nintendo Switch,North America
210,Rogue Star Rescue,70.0,3,"Jul 15, 2021",Nintendo Switch,Europe
210,Rogue Star Rescue,70.0,3,"Jun 15, 2022",Xbox One,North America
211,Blazing Sails,80.0,3,"Nov 05, 2020",PC (Microsoft Windows),Worldwide
212,Mystic Vale,75.0,3,"Jan 31, 2020",PC (Microsoft Windows),Worldwide
212,Mystic Vale,75.0,3,"Mar 12, 2020",Nintendo Switch,Worldwide
212,Mystic Vale,75.0,3,"Jun 06, 2019",iOS,Worldwide
212,Mystic Vale,75.0,3,"Mar 11, 2020",Nintendo Switch,Europe
212,Mystic Vale,75.0,3,"Jun 06, 2019",Android,Worldwide
213,Nanotale: Typing Chronicles,65.0,3,"Oct 23, 2019",PC (Microsoft Windows),Worldwide
213,Nanotale: Typing Chronicles,65.0,3,"Mar 31, 2021",Google Stadia,Worldwide
214,Down to Hell,45.0,3,"Apr 18, 2019",PC (Microsoft Windows),Worldwide
214,Down to Hell,45.0,3,"Dec 23, 2019",Nintendo Switch,North America
214,Down to Hell,45.0,3,"Dec 23, 2019",Nintendo Switch,Europe
215,Tapsonic Bold,25.0,3,"Mar 29, 2019",PC (Microsoft Windows),Worldwide
216,Beasts of Bermuda,50.0,3,"Dec 21, 2018",PC (Microsoft Windows),Worldwide
217,Rising Hell,70.0,3,"May 20, 2021",Xbox One,Worldwide
217,Rising Hell,70.0,3,"May 20, 2021",Nintendo Switch,Worldwide
217,Rising Hell,70.0,3,"May 20, 2021",PlayStation 4,Worldwide
217,Rising Hell,70.0,3,"May 21, 2021",Xbox One,North America
217,Rising Hell,70.0,3,"May 19, 2021",Nintendo Switch,Europe
217,Rising Hell,70.0,3,"Oct 17, 2019",PC (Microsoft Windows),Worldwide
218,The Waylanders,60.0,3,"Jun 16, 2020",PC (Microsoft Windows),Worldwide
218,The Waylanders,60.0,3,"Feb 02, 2022",PC (Microsoft Windows),Worldwide
219,Factory Town,70.0,3,"May 12, 2019",PC (Microsoft Windows),Worldwide
220,Deadly Days,60.0,3,"Aug 27, 2020",Nintendo Switch,North America
220,Deadly Days,60.0,3,"Aug 03, 2021",PlayStation 4,Europe
220,Deadly Days,60.0,3,"Aug 03, 2021",PlayStation 4,Australia
220,Deadly Days,60.0,3,"Aug 04, 2021",PlayStation 4,North America
220,Deadly Days,60.0,3,"Aug 03, 2021",Xbox One,North America
220,Deadly Days,60.0,3,"Aug 27, 2020",Nintendo Switch,Europe
220,Deadly Days,60.0,3,"Sep 19, 2019",PC (Microsoft Windows),Worldwide
220,Deadly Days,60.0,3,"Sep 19, 2019",Mac,Worldwide
220,Deadly Days,60.0,3,"Sep 19, 2019",Linux,Worldwide
221,Clicker Heroes 2,60.0,3,2018,PC (Microsoft Windows),Worldwide
221,Clicker Heroes 2,60.0,3,2018,Mac,Worldwide
222,Fugl,71.5,3,"Sep 14, 2017",PC (Microsoft Windows),Worldwide
222,Fugl,71.5,3,"Sep 14, 2017",Mac,Worldwide
222,Fugl,71.5,3,"Sep 14, 2017",Linux,Worldwide
223,Intruder,80.0,3,"Mar 01, 2019",PC (Microsoft Windows),Worldwide
224,Cogmind,80.0,3,"Oct 16, 2017",PC (Microsoft Windows),Worldwide
225,Null Vector,78.5,3,"May 03, 2018",PC (Microsoft Windows),Worldwide
226,Broke Protocol: Online City RPG,50.0,3,"Aug 26, 2017",PC (Microsoft Windows),Worldwide
227,Guns'n'Stories: Bulletproof VR,71.5,3,"Aug 25, 2017",PC (Microsoft Windows),Worldwide
227,Guns'n'Stories: Bulletproof VR,71.5,3,"Apr 02, 2020",Oculus Quest,Worldwide
227,Guns'n'Stories: Bulletproof VR,71.5,3,"Dec 11, 2018",PlayStation VR,Europe
227,Guns'n'Stories: Bulletproof VR,71.5,3,"Dec 07, 2018",PlayStation VR,Europe
228,CAT Interstellar,60.0,3,"Aug 28, 2015",PC (Microsoft Windows),Worldwide
228,CAT Interstellar,60.0,3,"Aug 28, 2015",Linux,Worldwide
228,CAT Interstellar,60.0,3,"Dec 19, 2017",PlayStation 4,Worldwide
229,Head Shot,50.0,3,"Jun 03, 2016",PC (Microsoft Windows),Worldwide
230,UBoat,60.0,3,"Apr 30, 2019",PC (Microsoft Windows),Worldwide
230,UBoat,60.0,3,"Apr 30, 2019",Mac,Worldwide
231,Atomic Society,70.0,3,"Oct 15, 2018",PC (Microsoft Windows),Worldwide
232,Pylon: Rogue,62.0,3,"Aug 15, 2016",PC (Microsoft Windows),Worldwide
233,Onward,80.0,3,"Aug 30, 2016",PC (Microsoft Windows),Worldwide
233,Onward,80.0,3,"Aug 30, 2016",SteamVR,Worldwide
233,Onward,80.0,3,"Sep 11, 2017",Oculus VR,Worldwide
233,Onward,80.0,3,"Jul 30, 2020",Oculus Quest,Worldwide
233,Onward,80.0,3,"Jul 30, 2020",Meta Quest 2,Worldwide
233,Onward,80.0,3,"Nov 09, 2017",Oculus Rift,Worldwide
234,Quarantine,60.0,3,"Feb 09, 2017",PC (Microsoft Windows),Worldwide
235,The Spatials: Galactology,70.0,3,"Jul 07, 2016",Linux,Worldwide
235,The Spatials: Galactology,70.0,3,"Jul 07, 2016",Mac,Worldwide
235,The Spatials: Galactology,70.0,3,"Jul 07, 2016",PC (Microsoft Windows),Worldwide
236,Wayward,80.0,3,"Apr 22, 2016",PC (Microsoft Windows),Worldwide
236,Wayward,80.0,3,"Apr 22, 2016",Mac,Worldwide
236,Wayward,80.0,3,"Apr 22, 2016",Linux,Worldwide
237,Dreambreak,51.66666666666666,3,"Jul 21, 2016",PC (Microsoft Windows),Worldwide
237,Dreambreak,51.66666666666666,3,"Jul 21, 2016",Mac,Worldwide
237,Dreambreak,51.66666666666666,3,"Jul 21, 2016",PC (Microsoft Windows),North America
237,Dreambreak,51.66666666666666,3,"Sep 12, 2017",PlayStation 4,North America
237,Dreambreak,51.66666666666666,3,"Sep 14, 2017",Xbox One,Worldwide
238,Holodrive,79.0,3,"Mar 24, 2016",PC (Microsoft Windows),Worldwide
239,Saurian,60.0,3,"Aug 02, 2017",PC (Microsoft Windows),Worldwide
240,Empires of the Undergrowth,80.0,3,"Dec 01, 2017",Linux,Worldwide
240,Empires of the Undergrowth,80.0,3,"Jun 07, 2024",Linux,Worldwide
240,Empires of the Undergrowth,80.0,3,"Dec 01, 2017",Mac,Worldwide
240,Empires of the Undergrowth,80.0,3,"Jun 07, 2024",Mac,Worldwide
240,Empires of the Undergrowth,80.0,3,"Dec 01, 2017",PC (Microsoft Windows),Worldwide
240,Empires of the Undergrowth,80.0,3,"Jun 07, 2024",PC (Microsoft Windows),Worldwide
241,Wartile,70.0,3,"Mar 17, 2017",PC (Microsoft Windows),Worldwide
241,Wartile,70.0,3,"Mar 24, 2020",Xbox One,Worldwide
241,Wartile,70.0,3,"Mar 24, 2020",PlayStation 4,Worldwide
241,Wartile,70.0,3,"Oct 22, 2020",Nintendo Switch,North America
241,Wartile,70.0,3,"Nov 19, 2020",Nintendo Switch,Europe
242,KeeperRL,80.0,3,"Feb 02, 2015",PC (Microsoft Windows),Worldwide
242,KeeperRL,80.0,3,"Feb 02, 2015",Mac,Worldwide
242,KeeperRL,80.0,3,"Feb 02, 2015",Linux,Worldwide
243,Project Aura,50.0,3,"Jan 05, 2015",PC (Microsoft Windows),Worldwide
244,1... 2... 3... Kick It!: Drop That Beat Like an Ugly Baby,40.0,3,"Apr 01, 2011",PC (Microsoft Windows),Worldwide
245,Rising World,80.0,3,"Dec 03, 2014",PC (Microsoft Windows),Worldwide
245,Rising World,80.0,3,"Dec 03, 2014",Mac,Worldwide
245,Rising World,80.0,3,"Dec 03, 2014",Linux,Worldwide
246,Starforge,10.17757790959444,3,"Sep 18, 2014",Mac,Worldwide
246,Starforge,10.17757790959444,3,"Sep 18, 2014",PC (Microsoft Windows),Worldwide
247,Fabledom,83.0,2,"Apr 13, 2023",PC (Microsoft Windows),Worldwide
247,Fabledom,83.0,2,"May 13, 2024",PC (Microsoft Windows),Worldwide
247,Fabledom,83.0,2,2024,Xbox Series X|S,Worldwide
247,Fabledom,83.0,2,2024,PlayStation 5,Worldwide
247,Fabledom,83.0,2,2024,Nintendo Switch,Worldwide
248,Kukoos: Lost Pets,61.5,2,TBD,PlayStation 4,Worldwide
248,Kukoos: Lost Pets,61.5,2,TBD,PlayStation 5,Worldwide
248,Kukoos: Lost Pets,61.5,2,TBD,Xbox One,Worldwide
248,Kukoos: Lost Pets,61.5,2,TBD,Xbox Series X|S,Worldwide
248,Kukoos: Lost Pets,61.5,2,"Dec 15, 2021",PC (Microsoft Windows),Worldwide
248,Kukoos: Lost Pets,61.5,2,"Dec 06, 2022",Nintendo Switch,Worldwide
249,GetsuFumaDen: Undying Moon,70.5,2,"May 13, 2021",PC (Microsoft Windows),Worldwide
249,GetsuFumaDen: Undying Moon,70.5,2,"Feb 09, 2022",Nintendo Switch,Worldwide
250,Fuzz Force: Spook Squad,70.0,2,"Nov 17, 2020",PC (Microsoft Windows),Worldwide
251,Knock on the Coffin Lid,70.0,2,"Apr 08, 2020",PC (Microsoft Windows),Worldwide
252,Streamer Daily,70.0,2,"Mar 04, 2020",PC (Microsoft Windows),Worldwide
253,Soviet Jump Game,80.0,2,"Jan 09, 2020",PC (Microsoft Windows),Worldwide
253,Soviet Jump Game,80.0,2,"Jan 09, 2020",Mac,Worldwide
254,Card Hog,80.0,2,"Jun 23, 2020",PC (Microsoft Windows),Worldwide
254,Card Hog,80.0,2,"Mar 22, 2021",iOS,Worldwide
254,Card Hog,80.0,2,"Mar 22, 2021",Android,Worldwide
255,Comanche,60.0,2,"Mar 12, 2020",PC (Microsoft Windows),Worldwide
255,Comanche,60.0,2,"Aug 26, 2021",PC (Microsoft Windows),North America
256,Undying,67.0,2,"May 31, 2023",Nintendo Switch,Worldwide
256,Undying,67.0,2,"Jul 25, 2024",Nintendo Switch,Japan
256,Undying,67.0,2,"Oct 19, 2021",PC (Microsoft Windows),Worldwide
257,Killsquad,72.5,2,"Jul 16, 2019",PC (Microsoft Windows),Worldwide
257,Killsquad,72.5,2,"Oct 21, 2021",PC (Microsoft Windows),Worldwide
257,Killsquad,72.5,2,"Jul 20, 2023",PlayStation 4,North America
257,Killsquad,72.5,2,"Jul 20, 2023",PlayStation 4,Europe
257,Killsquad,72.5,2,"Jul 20, 2023",PlayStation 5,North America
257,Killsquad,72.5,2,"Jul 20, 2023",PlayStation 5,Europe
258,Little Witch Nobeta,70.5,2,"Sep 29, 2022",Nintendo Switch,Japan
258,Little Witch Nobeta,70.5,2,"Sep 29, 2022",PlayStation 4,Japan
258,Little Witch Nobeta,70.5,2,"Mar 07, 2023",Nintendo Switch,North America
258,Little Witch Nobeta,70.5,2,"Mar 07, 2023",Nintendo Switch,Europe
258,Little Witch Nobeta,70.5,2,"Mar 07, 2023",PlayStation 4,North America
258,Little Witch Nobeta,70.5,2,"Mar 07, 2023",PlayStation 4,Europe
258,Little Witch Nobeta,70.5,2,"Jun 24, 2020",PC (Microsoft Windows),Worldwide
258,Little Witch Nobeta,70.5,2,"Sep 29, 2022",PC (Microsoft Windows),Worldwide
259,Ashes of Oahu,50.0,2,"Aug 29, 2019",PC (Microsoft Windows),Worldwide
260,Timeflow: Time and Money Simulator,50.0,2,"Feb 01, 2015",PC (Microsoft Windows),Worldwide
261,Last Oasis,60.0,2,"Mar 26, 2021",Xbox One,Worldwide
261,Last Oasis,60.0,2,"Mar 26, 2020",PC (Microsoft Windows),Worldwide
262,Odd Realm,70.0,2,"Sep 29, 2018",PC (Microsoft Windows),Worldwide
262,Odd Realm,70.0,2,"Sep 29, 2018",Mac,Worldwide
262,Odd Realm,70.0,2,"Sep 29, 2018",Linux,Worldwide
263,No Time to Relax,70.0,2,"Feb 28, 2019",PC (Microsoft Windows),Worldwide
263,No Time to Relax,70.0,2,"Feb 24, 2020",Nintendo Switch,North America
263,No Time to Relax,70.0,2,"Dec 01, 2021",Xbox One,North America
263,No Time to Relax,70.0,2,"Feb 20, 2020",Nintendo Switch,Europe
263,No Time to Relax,70.0,2,"Jun 07, 2022",PlayStation 5,Worldwide
263,No Time to Relax,70.0,2,"Aug 21, 2019",PC (Microsoft Windows),Worldwide
263,No Time to Relax,70.0,2,"Aug 21, 2019",Mac,Worldwide
264,Pax Nova,50.0,2,"May 09, 2019",PC (Microsoft Windows),Worldwide
265,XO,70.0,2,"Dec 01, 2019",PC (Microsoft Windows),Worldwide
265,XO,70.0,2,"Dec 01, 2019",Mac,Worldwide
265,XO,70.0,2,"Dec 01, 2019",Linux,Worldwide
265,XO,70.0,2,"Dec 02, 2019",PC (Microsoft Windows),North America
265,XO,70.0,2,"Dec 02, 2019",Mac,North America
265,XO,70.0,2,"Dec 02, 2019",Linux,North America
266,Never Breakup,60.0,2,"Jul 16, 2020",Nintendo Switch,North America
266,Never Breakup,60.0,2,"Jul 16, 2020",Nintendo Switch,Europe
266,Never Breakup,60.0,2,"Jul 15, 2022",PC (Microsoft Windows),Worldwide
267,Newfound Courage,70.0,2,"Mar 22, 2019",PC (Microsoft Windows),Worldwide
267,Newfound Courage,70.0,2,"Mar 22, 2019",Mac,Worldwide
267,Newfound Courage,70.0,2,"Jun 24, 2022",Xbox One,North America
268,CryoFall,50.0,2,"Apr 03, 2019",PC (Microsoft Windows),Worldwide
269,Godhood,50.0,2,"Jul 10, 2019",PC (Microsoft Windows),Worldwide
270,Dead or School,67.5,2,"Aug 29, 2019",PlayStation 4,Japan
270,Dead or School,67.5,2,"Aug 29, 2019",Nintendo Switch,Japan
270,Dead or School,67.5,2,"Mar 13, 2020",Nintendo Switch,Worldwide
270,Dead or School,67.5,2,"Jun 03, 2019",PC (Microsoft Windows),Worldwide
270,Dead or School,67.5,2,"Mar 12, 2020",PlayStation 4,Worldwide
270,Dead or School,67.5,2,"Mar 12, 2020",Nintendo Switch,Europe
271,This Land Is My Land,70.0,2,"Nov 20, 2019",PC (Microsoft Windows),Worldwide
272,Blast Zone! Tournament,50.0,2,"Feb 28, 2019",PlayStation 4,Worldwide
272,Blast Zone! Tournament,50.0,2,"Jul 11, 2019",Xbox One,Worldwide
272,Blast Zone! Tournament,50.0,2,"Jul 31, 2018",PC (Microsoft Windows),Worldwide
273,KurtzPel,50.0,2,"Apr 03, 2019",PC (Microsoft Windows),Worldwide
274,Blood Waves,50.0,2,"Nov 24, 2017",PC (Microsoft Windows),Worldwide
274,Blood Waves,50.0,2,"Mar 15, 2019",PlayStation 4,Worldwide
274,Blood Waves,50.0,2,"Mar 15, 2019",Xbox One,Worldwide
274,Blood Waves,50.0,2,"Mar 15, 2019",Nintendo Switch,North America
274,Blood Waves,50.0,2,"Sep 21, 2022",PlayStation 5,Worldwide
274,Blood Waves,50.0,2,"Sep 21, 2022",Xbox Series X|S,North America
275,Forged Battalion,80.0,2,"Jan 16, 2018",PC (Microsoft Windows),Worldwide
276,Flotsam,60.0,2,"Sep 26, 2019",PC (Microsoft Windows),Worldwide
277,Wasted Pizza,50.0,2,"Oct 16, 2017",PC (Microsoft Windows),Worldwide
277,Wasted Pizza,50.0,2,"Oct 16, 2017",Linux,Worldwide
278,Flashing Lights: Police Fire EMS,50.0,2,"Jun 07, 2018",PC (Microsoft Windows),Worldwide
278,Flashing Lights: Police Fire EMS,50.0,2,"Jun 07, 2018",Mac,North America
279,Witch Hunt,80.0,2,2018,PC (Microsoft Windows),Worldwide
280,Empires in Ruins,70.0,2,"Feb 04, 2019",PC (Microsoft Windows),Worldwide
280,Empires in Ruins,70.0,2,"Feb 04, 2019",Linux,Worldwide
281,Dog Duty,70.0,2,"Sep 17, 2020",Nintendo Switch,Worldwide
281,Dog Duty,70.0,2,"Sep 17, 2020",PlayStation 4,Worldwide
281,Dog Duty,70.0,2,"Sep 17, 2020",Xbox One,Worldwide
281,Dog Duty,70.0,2,"Sep 16, 2020",PC (Microsoft Windows),Worldwide
281,Dog Duty,70.0,2,"Sep 16, 2020",Mac,Worldwide
282,Operation Warcade VR,72.5,2,"Jun 02, 2017",PC (Microsoft Windows),Worldwide
282,Operation Warcade VR,72.5,2,"Apr 11, 2018",PlayStation VR,Worldwide
283,Crest,60.0,2,"Apr 23, 2015",PC (Microsoft Windows),Worldwide
283,Crest,60.0,2,"Apr 23, 2015",Mac,Worldwide
283,Crest,60.0,2,"Apr 23, 2015",Linux,Worldwide
284,The District,20.0,2,"Mar 31, 2015",PC (Microsoft Windows),Worldwide
284,The District,20.0,2,"Mar 31, 2015",Linux,Worldwide
285,VR Karts,57.5,2,"Apr 17, 2015",PC (Microsoft Windows),Worldwide
285,VR Karts,57.5,2,"May 11, 2017",PlayStation VR,Europe
285,VR Karts,57.5,2,"Sep 12, 2017",PlayStation VR,North America
286,Planet Centauri,60.0,2,"Jun 03, 2016",PC (Microsoft Windows),Worldwide
286,Planet Centauri,60.0,2,"Jun 03, 2016",Mac,Worldwide
286,Planet Centauri,60.0,2,"Jun 03, 2016",Linux,Worldwide
287,Gamma Bros,70.0,2,"May 26, 2016",PC (Microsoft Windows),Worldwide
287,Gamma Bros,70.0,2,"May 26, 2016",Mac,Worldwide
287,Gamma Bros,70.0,2,"Jun 25, 2006",Web browser,Worldwide
288,Project Arrhythmia,70.0,2,Sep 2017,Mac,Worldwide
288,Project Arrhythmia,70.0,2,Sep 2017,Linux,Worldwide
288,Project Arrhythmia,70.0,2,Sep 2017,PC (Microsoft Windows),Worldwide
289,QuiVr,80.0,2,"Dec 19, 2016",PC (Microsoft Windows),Worldwide
289,QuiVr,80.0,2,"Apr 15, 2019",PlayStation VR,Worldwide
290,Blasters of the Universe,70.0,2,"Aug 31, 2017",PC (Microsoft Windows),Worldwide
290,Blasters of the Universe,70.0,2,"Feb 27, 2018",PlayStation VR,North America
290,Blasters of the Universe,70.0,2,"Feb 27, 2018",PlayStation VR,Europe
290,Blasters of the Universe,70.0,2,"Aug 31, 2017",SteamVR,Worldwide
290,Blasters of the Universe,70.0,2,"Aug 31, 2017",Oculus Rift,Worldwide
290,Blasters of the Universe,70.0,2,"Aug 31, 2017",Windows Mixed Reality,Worldwide
291,Bombslinger,72.5,2,"Apr 11, 2018",Nintendo Switch,Worldwide
291,Bombslinger,72.5,2,"Apr 11, 2018",PC (Microsoft Windows),Worldwide
291,Bombslinger,72.5,2,"Apr 11, 2018",Xbox One,Worldwide
292,Star Explorers,50.0,2,"May 08, 2017",PC (Microsoft Windows),Worldwide
293,Bigfoot,50.0,2,"Jan 31, 2017",PC (Microsoft Windows),Worldwide
294,Drunkn Bar Fight,80.0,2,"Nov 28, 2016",PC (Microsoft Windows),Worldwide
294,Drunkn Bar Fight,80.0,2,"Sep 12, 2019",Oculus Quest,Worldwide
