,Title,Average Score,Score Count,Dates,Platforms,Regions
294,Drunkn Bar Fight,80.0,2,"Feb 13, 2018",PlayStation VR,North America
294,Drunkn Bar Fight,80.0,2,"Mar 06, 2018",PlayStation VR,Europe
294,Drunkn Bar Fight,80.0,2,"Nov 16, 2023",PlayStation VR2,Europe
295,Brick Rigs,60.0,2,"Nov 07, 2016",PC (Microsoft Windows),Worldwide
295,Brick Rigs,60.0,2,"Jul 14, 2023",PC (Microsoft Windows),Worldwide
296,Low Magic Age,80.0,2,"Jan 10, 2017",PC (Microsoft Windows),Worldwide
297,A-Tech Cybernetic,80.0,2,"Mar 15, 2017",PC (Microsoft Windows),Worldwide
297,A-Tech Cybernetic,80.0,2,"Mar 26, 2020",PlayStation VR,Europe
297,A-Tech Cybernetic,80.0,2,"Mar 27, 2020",PlayStation VR,North America
298,Production Line,60.0,2,"May 18, 2017",PC (Microsoft Windows),Worldwide
299,Karnage Chronicles,80.0,2,"Apr 25, 2017",PC (Microsoft Windows),Worldwide
299,Karnage Chronicles,80.0,2,"Apr 25, 2017",SteamVR,Worldwide
300,Post Human W.A.R,75.0,2,Q1 2017,PC (Microsoft Windows),Worldwide
301,Sailaway,80.0,2,"Apr 25, 2017",Mac,Worldwide
301,Sailaway,80.0,2,"Apr 25, 2017",PC (Microsoft Windows),Worldwide
302,NITE Team 4,70.0,2,"Nov 15, 2017",PC (Microsoft Windows),Worldwide
302,NITE Team 4,70.0,2,"Nov 15, 2017",Mac,Worldwide
303,We Need to Go Deeper,80.0,2,"Feb 08, 2017",Mac,Worldwide
303,We Need to Go Deeper,80.0,2,"Feb 08, 2017",PC (Microsoft Windows),Worldwide
303,We Need to Go Deeper,80.0,2,"Feb 29, 2024",Nintendo Switch,Worldwide
304,BattleCrew: Space Pirates,35.0,2,"Jan 31, 2017",PC (Microsoft Windows),Worldwide
305,Spellsworn,80.0,2,"Nov 02, 2015",PC (Microsoft Windows),Worldwide
305,Spellsworn,80.0,2,"Nov 02, 2015",Linux,Worldwide
306,Yore VR,50.0,2,"Oct 24, 2016",PC (Microsoft Windows),Worldwide
307,Stellar Overload,60.0,2,"Oct 11, 2016",PC (Microsoft Windows),Worldwide
307,Stellar Overload,60.0,2,"Oct 11, 2016",Mac,Worldwide
307,Stellar Overload,60.0,2,"Oct 11, 2016",Linux,Worldwide
308,Timber and Stone,50.0,2,"Oct 20, 2015",PC (Microsoft Windows),Worldwide
309,Drift Into Eternity,72.5,2,"Nov 30, 2016",PC (Microsoft Windows),Worldwide
310,Exoplanet: First Contact,80.0,2,"Dec 09, 2016",PC (Microsoft Windows),Worldwide
310,Exoplanet: First Contact,80.0,2,"Dec 09, 2016",Linux,Worldwide
311,Feed and Grow: Fish,60.0,2,"Jan 08, 2016",PC (Microsoft Windows),Worldwide
312,DropZone,75.0,2,2017,PC (Microsoft Windows),Worldwide
312,DropZone,75.0,2,"Mar 31, 2017",PC (Microsoft Windows),North America
313,De Mambo,74.0,2,"Jul 13, 2017",Nintendo Switch,North America
313,De Mambo,74.0,2,"Jul 13, 2017",Nintendo Switch,Worldwide
313,De Mambo,74.0,2,"Oct 17, 2017",PC (Microsoft Windows),Worldwide
313,De Mambo,74.0,2,"Oct 17, 2017",Mac,Worldwide
313,De Mambo,74.0,2,"Oct 17, 2017",Linux,Worldwide
314,Super Indie Karts,80.0,2,"Apr 03, 2015",PC (Microsoft Windows),Worldwide
314,Super Indie Karts,80.0,2,"Apr 03, 2015",Mac,Worldwide
314,Super Indie Karts,80.0,2,"May 06, 2015",PC (Microsoft Windows),North America
314,Super Indie Karts,80.0,2,"May 06, 2015",Mac,North America
315,All Guns on Deck,40.0,2,"Aug 28, 2015",PC (Microsoft Windows),Worldwide
316,Wild Warfare,70.0,2,"Jul 15, 2014",PC (Microsoft Windows),Worldwide
316,Wild Warfare,70.0,2,"Jul 15, 2014",Mac,Worldwide
317,Elea,70.0,2,"Sep 06, 2018",Xbox One,Worldwide
317,Elea,70.0,2,"Jul 25, 2019",PlayStation 4,Worldwide
317,Elea,70.0,2,"Feb 07, 2020",Nintendo Switch,Worldwide
317,Elea,70.0,2,"Feb 08, 2020",Nintendo Switch,North America
317,Elea,70.0,2,"Feb 06, 2020",Nintendo Switch,Europe
317,Elea,70.0,2,"Sep 06, 2018",PC (Microsoft Windows),Worldwide
318,Kingdoms Rise,50.0,2,"Oct 01, 2013",PC (Microsoft Windows),Worldwide
319,Bombernauts,80.0,2,"Jun 05, 2015",PC (Microsoft Windows),Worldwide
319,Bombernauts,80.0,2,"Jun 05, 2015",Mac,Worldwide
319,Bombernauts,80.0,2,"Jun 05, 2015",Linux,Worldwide
320,Folk Tale,50.0,2,"Apr 04, 2013",PC (Microsoft Windows),Worldwide
320,Folk Tale,50.0,2,"Apr 04, 2013",Mac,Worldwide
321,Gabe Newell Simulator,50.0,2,"Oct 13, 2015",PC (Microsoft Windows),Worldwide
322,Subaeria,57.5,2,"Apr 24, 2018",Xbox One,Worldwide
322,Subaeria,57.5,2,"Apr 24, 2018",PlayStation 4,Worldwide
322,Subaeria,57.5,2,"Sep 22, 2015",PC (Microsoft Windows),Worldwide
323,Dispatcher,40.0,2,2015,PC (Microsoft Windows),Worldwide
323,Dispatcher,40.0,2,"Nov 13, 2015",PC (Microsoft Windows),Worldwide
324,Rodina,80.0,2,"Jul 28, 2014",PC (Microsoft Windows),Worldwide
325,Starmade,60.0,2,"Dec 04, 2014",PC (Microsoft Windows),Worldwide
325,Starmade,60.0,2,"Dec 04, 2014",Mac,Worldwide
325,Starmade,60.0,2,"Dec 04, 2014",Linux,Worldwide
326,Block Story,50.0,2,"Dec 10, 2015",PC (Microsoft Windows),Worldwide
326,Block Story,50.0,2,"Dec 15, 2015",Android,Worldwide
327,Prismata,70.0,2,"Mar 08, 2018",PC (Microsoft Windows),Worldwide
327,Prismata,70.0,2,"Mar 08, 2018",Mac,North America
328,Soulslinger: Envoy of Death,92.0,1,"Dec 14, 2023",PC (Microsoft Windows),Worldwide
329,New Star GP,80.0,1,"Aug 08, 2023",PC (Microsoft Windows),Worldwide
329,New Star GP,80.0,1,"Mar 07, 2024",PlayStation 4,Worldwide
329,New Star GP,80.0,1,"Mar 07, 2024",Nintendo Switch,Worldwide
329,New Star GP,80.0,1,"Mar 07, 2024",Xbox One,North America
329,New Star GP,80.0,1,"Mar 07, 2024",PC (Microsoft Windows),Worldwide
330,Forgive Me Father 2,70.0,1,"Oct 19, 2023",PC (Microsoft Windows),Worldwide
331,Go-Go Town!,85.0,1,TBD,Nintendo Switch,Worldwide
331,Go-Go Town!,85.0,1,TBD,PlayStation 5,Worldwide
331,Go-Go Town!,85.0,1,TBD,Xbox Series X|S,Worldwide
331,Go-Go Town!,85.0,1,"Jun 18, 2024",PC (Microsoft Windows),Worldwide
332,Trinity Fusion,85.0,1,"Apr 13, 2023",PC (Microsoft Windows),Worldwide
332,Trinity Fusion,85.0,1,"Dec 15, 2023",Xbox One,North America
332,Trinity Fusion,85.0,1,"Dec 15, 2023",Xbox Series X|S,North America
333,Voltaire: The Vegan Vampire,60.0,1,"Feb 27, 2023",PC (Microsoft Windows),Worldwide
334,Arto,35.0,1,"Feb 07, 2023",Nintendo Switch,Worldwide
334,Arto,35.0,1,"Feb 07, 2023",PC (Microsoft Windows),Worldwide
335,MythForce,65.0,1,"Apr 20, 2022",PC (Microsoft Windows),Worldwide
335,MythForce,65.0,1,"Sep 12, 2023",Nintendo Switch,Worldwide
335,MythForce,65.0,1,"Sep 12, 2023",PC (Microsoft Windows),Worldwide
335,MythForce,65.0,1,"Sep 12, 2023",Xbox Series X|S,Worldwide
335,MythForce,65.0,1,"Sep 12, 2023",Xbox One,Worldwide
335,MythForce,65.0,1,"Sep 12, 2023",PlayStation 4,Worldwide
335,MythForce,65.0,1,"Sep 12, 2023",PlayStation 5,Worldwide
335,MythForce,65.0,1,"Sep 12, 2023",Xbox One,North America
335,MythForce,65.0,1,"Sep 12, 2023",Xbox Series X|S,North America
336,Spiritfall,66.0,1,"Apr 03, 2023",PC (Microsoft Windows),Worldwide
337,Sker Ritual,60.0,1,"Oct 06, 2022",PC (Microsoft Windows),Worldwide
337,Sker Ritual,60.0,1,"Apr 18, 2024",PC (Microsoft Windows),Worldwide
337,Sker Ritual,60.0,1,"Apr 18, 2024",PlayStation 5,Worldwide
337,Sker Ritual,60.0,1,"Apr 18, 2024",Xbox Series X|S,Worldwide
338,Lovecraft's Untold Stories 2,40.0,1,"Sep 13, 2022",PC (Microsoft Windows),Worldwide
339,Thy Creature,90.0,1,"Feb 19, 2022",PC (Microsoft Windows),Worldwide
339,Thy Creature,90.0,1,"Nov 30, 2023",Nintendo Switch,Worldwide
340,Oaken,65.0,1,"May 03, 2022",PC (Microsoft Windows),Worldwide
340,Oaken,65.0,1,"May 03, 2022",Mac,Worldwide
340,Oaken,65.0,1,"May 03, 2022",Linux,Worldwide
340,Oaken,65.0,1,"Jul 20, 2023",Nintendo Switch,Worldwide
340,Oaken,65.0,1,"Jul 20, 2023",PlayStation 5,Worldwide
340,Oaken,65.0,1,"Jul 20, 2023",Xbox One,North America
340,Oaken,65.0,1,"Jul 20, 2023",Xbox Series X|S,North America
340,Oaken,65.0,1,"Jul 20, 2023",PlayStation 4,Worldwide
341,Dread Delusion,73.0,1,"Jun 15, 2022",PC (Microsoft Windows),Worldwide
341,Dread Delusion,73.0,1,"May 14, 2024",PC (Microsoft Windows),Worldwide
342,Mortal Sin,81.0,1,"Mar 15, 2023",PC (Microsoft Windows),Worldwide
343,Ember Knights,85.0,1,"Jul 18, 2023",Nintendo Switch,Worldwide
343,Ember Knights,85.0,1,"Apr 20, 2022",PC (Microsoft Windows),Worldwide
343,Ember Knights,85.0,1,"Jul 18, 2023",PC (Microsoft Windows),Worldwide
344,Puzzle Quest 3,60.0,1,"Mar 01, 2022",Android,Worldwide
344,Puzzle Quest 3,60.0,1,"Mar 01, 2022",iOS,Worldwide
344,Puzzle Quest 3,60.0,1,"Apr 18, 2023",Xbox Series X|S,Worldwide
344,Puzzle Quest 3,60.0,1,"Apr 18, 2023",Xbox One,Worldwide
344,Puzzle Quest 3,60.0,1,"Apr 18, 2023",PlayStation 4,Worldwide
344,Puzzle Quest 3,60.0,1,"Apr 18, 2023",PlayStation 5,Worldwide
345,Patch Quest,85.0,1,"May 07, 2021",PC (Microsoft Windows),Worldwide
345,Patch Quest,85.0,1,"Mar 02, 2023",PC (Microsoft Windows),Worldwide
346,Graven,75.0,1,2022,Xbox One,Worldwide
346,Graven,75.0,1,2022,Xbox Series X|S,Worldwide
346,Graven,75.0,1,2022,Nintendo Switch,Worldwide
346,Graven,75.0,1,2022,PlayStation 4,Worldwide
346,Graven,75.0,1,2022,PlayStation 5,Worldwide
346,Graven,75.0,1,"May 26, 2021",PC (Microsoft Windows),Worldwide
346,Graven,75.0,1,"Jan 23, 2024",PC (Microsoft Windows),Worldwide
347,Total Arcade Racing,80.0,1,"May 07, 2021",Nintendo Switch,North America
347,Total Arcade Racing,80.0,1,"Aug 14, 2020",PC (Microsoft Windows),Worldwide
347,Total Arcade Racing,80.0,1,"May 07, 2021",Nintendo Switch,Europe
347,Total Arcade Racing,80.0,1,"Nov 19, 2021",Xbox One,North America
347,Total Arcade Racing,80.0,1,"Nov 19, 2021",Xbox Series X|S,North America
347,Total Arcade Racing,80.0,1,TBD,PlayStation 4,Worldwide
348,Titan Chaser,80.0,1,"May 29, 2020",PC (Microsoft Windows),Worldwide
348,Titan Chaser,80.0,1,"Sep 15, 2021",Nintendo Switch,North America
348,Titan Chaser,80.0,1,"Sep 15, 2021",Xbox One,North America
348,Titan Chaser,80.0,1,"Sep 15, 2021",PlayStation 4,Worldwide
348,Titan Chaser,80.0,1,"Sep 15, 2021",PlayStation 5,Worldwide
348,Titan Chaser,80.0,1,"Sep 15, 2021",Nintendo Switch,Europe
348,Titan Chaser,80.0,1,"Sep 15, 2021",Xbox Series X|S,North America
349,Victory Road,80.0,1,"Mar 10, 2020",PC (Microsoft Windows),Worldwide
350,Mists of Noyah,60.0,1,"May 27, 2020",PC (Microsoft Windows),Worldwide
351,Weed Farmer Simulator,50.0,1,"Mar 16, 2020",PC (Microsoft Windows),Worldwide
352,Shaolin vs Wutang 2,70.0,1,"Feb 28, 2020",PC (Microsoft Windows),Worldwide
352,Shaolin vs Wutang 2,70.0,1,"Feb 21, 2024",Xbox Series X|S,North America
353,Barricadez,80.0,1,"Jan 06, 2020",PC (Microsoft Windows),Worldwide
354,Ultimate Zombie Defense,70.0,1,"Feb 21, 2020",PC (Microsoft Windows),Worldwide
355,Tainted Grail: The Fall of Avalon,0.0,1,"Mar 30, 2023",PC (Microsoft Windows),Worldwide
355,Tainted Grail: The Fall of Avalon,0.0,1,2024,PC (Microsoft Windows),Worldwide
355,Tainted Grail: The Fall of Avalon,0.0,1,TBD,PlayStation 5,Worldwide
356,Spellsword Cards: DungeonTop,68.0,1,"Dec 26, 2020",Nintendo Switch,North America
356,Spellsword Cards: DungeonTop,68.0,1,"Dec 26, 2020",Nintendo Switch,Europe
356,Spellsword Cards: DungeonTop,68.0,1,"Dec 25, 2020",PlayStation 4,North America
356,Spellsword Cards: DungeonTop,68.0,1,"Dec 25, 2020",PlayStation 4,Europe
356,Spellsword Cards: DungeonTop,68.0,1,"Jan 16, 2020",PC (Microsoft Windows),Worldwide
357,Mad Experiments: Escape Room,70.0,1,"Apr 16, 2020",PC (Microsoft Windows),Worldwide
357,Mad Experiments: Escape Room,70.0,1,"Apr 16, 2020",Mac,Worldwide
357,Mad Experiments: Escape Room,70.0,1,"Apr 16, 2020",Linux,Worldwide
358,MMORPG Tycoon 2,70.0,1,"Jan 06, 2020",PC (Microsoft Windows),Worldwide
358,MMORPG Tycoon 2,70.0,1,"Jan 06, 2020",Mac,Worldwide
358,MMORPG Tycoon 2,70.0,1,"Jan 06, 2020",Linux,Worldwide
359,Tip of the Spear: Task Force Elite,80.0,1,"Dec 19, 2019",PC (Microsoft Windows),Worldwide
359,Tip of the Spear: Task Force Elite,80.0,1,"Dec 18, 2019",PC (Microsoft Windows),North America
360,The Yellow King,70.0,1,"Nov 21, 2019",PC (Microsoft Windows),Worldwide
361,Errant Kingdom,70.0,1,"Jan 15, 2020",PC (Microsoft Windows),Worldwide
361,Errant Kingdom,70.0,1,"Jan 15, 2020",Mac,Worldwide
361,Errant Kingdom,70.0,1,"Jan 15, 2020",Linux,Worldwide
362,Day of Dragons,50.0,1,"Nov 21, 2019",PC (Microsoft Windows),Worldwide
363,Book of Travels,66.0,1,"Oct 11, 2021",PC (Microsoft Windows),Worldwide
363,Book of Travels,66.0,1,"Oct 11, 2021",Linux,Worldwide
363,Book of Travels,66.0,1,"Oct 11, 2021",Mac,Worldwide
364,Necronator: Dead Wrong,65.0,1,"Feb 13, 2020",PC (Microsoft Windows),Worldwide
365,Drift of the Hill,80.0,1,"Feb 14, 2020",PC (Microsoft Windows),North America
366,Neon Noodles: Cyberpunk Kitchen Automation,70.0,1,"Aug 03, 2023",PC (Microsoft Windows),Worldwide
366,Neon Noodles: Cyberpunk Kitchen Automation,70.0,1,"Aug 03, 2023",Linux,Worldwide
366,Neon Noodles: Cyberpunk Kitchen Automation,70.0,1,"Aug 03, 2023",Mac,Worldwide
367,Beat Blast,88.0,1,"Aug 14, 2020",PC (Microsoft Windows),Worldwide
367,Beat Blast,88.0,1,"Aug 14, 2020",PC (Microsoft Windows),North America
368,Bastide,50.0,1,"Feb 26, 2020",PC (Microsoft Windows),Worldwide
369,MicroTown,70.0,1,"Aug 30, 2019",PC (Microsoft Windows),North America
369,MicroTown,70.0,1,"Aug 30, 2019",Mac,North America
369,MicroTown,70.0,1,"Aug 30, 2019",Linux,North America
370,Devil's Deck,60.0,1,"Sep 18, 2019",PC (Microsoft Windows),Worldwide
370,Devil's Deck,60.0,1,"Sep 18, 2019",Linux,Worldwide
371,Neon Tail,70.0,1,"Oct 04, 2019",PC (Microsoft Windows),Worldwide
371,Neon Tail,70.0,1,"Feb 16, 2024",PC (Microsoft Windows),Worldwide
372,Onset,70.0,1,"Dec 13, 2019",PC (Microsoft Windows),Worldwide
373,Shadows of Doubt,80.0,1,"Apr 24, 2023",PC (Microsoft Windows),Worldwide
373,Shadows of Doubt,80.0,1,TBD,PC (Microsoft Windows),Worldwide
373,Shadows of Doubt,80.0,1,2024,Xbox Series X|S,Worldwide
373,Shadows of Doubt,80.0,1,2024,PlayStation 5,Worldwide
374,Sky Link,70.0,1,"Aug 16, 2019",PC (Microsoft Windows),North America
374,Sky Link,70.0,1,"Aug 16, 2019",PC (Microsoft Windows),Worldwide
375,Ritual: Crown of Horns,75.0,1,"Nov 07, 2019",PC (Microsoft Windows),Worldwide
375,Ritual: Crown of Horns,75.0,1,"Mar 13, 2020",Xbox One,Worldwide
375,Ritual: Crown of Horns,75.0,1,"Nov 07, 2019",Nintendo Switch,North America
375,Ritual: Crown of Horns,75.0,1,"Feb 28, 2020",PlayStation 4,Worldwide
375,Ritual: Crown of Horns,75.0,1,"Nov 07, 2019",Nintendo Switch,Europe
376,Naxia,50.0,1,"Nov 22, 2019",PC (Microsoft Windows),Worldwide
377,Ninja Legends,70.0,1,"Jul 11, 2019",PC (Microsoft Windows),Worldwide
377,Ninja Legends,70.0,1,"Oct 30, 2020",PlayStation VR,Worldwide
377,Ninja Legends,70.0,1,"Aug 08, 2019",Oculus Quest,Worldwide
377,Ninja Legends,70.0,1,"Aug 08, 2019",Meta Quest 2,Worldwide
378,Axis & Allies 1942 Online,50.0,1,"Jul 31, 2019",PC (Microsoft Windows),Worldwide
378,Axis & Allies 1942 Online,50.0,1,"Jul 31, 2019",Mac,Worldwide
378,Axis & Allies 1942 Online,50.0,1,"Jul 31, 2019",Linux,Worldwide
378,Axis & Allies 1942 Online,50.0,1,"Aug 11, 2021",iOS,Worldwide
379,Siege of Centauri,65.0,1,"Apr 16, 2019",PC (Microsoft Windows),Worldwide
380,Gravity Ace,70.0,1,"Oct 22, 2020",Linux,Worldwide
380,Gravity Ace,70.0,1,"May 26, 2022",Linux,Worldwide
380,Gravity Ace,70.0,1,"Oct 22, 2020",PC (Microsoft Windows),Worldwide
380,Gravity Ace,70.0,1,"May 26, 2022",PC (Microsoft Windows),Worldwide
381,Burned Land,70.0,1,"Aug 09, 2021",PC (Microsoft Windows),Worldwide
382,Road to Guangdong,50.0,1,"Jun 06, 2019",PC (Microsoft Windows),Worldwide
382,Road to Guangdong,50.0,1,"Aug 28, 2020",Xbox One,Worldwide
382,Road to Guangdong,50.0,1,"Aug 28, 2020",PlayStation 4,Worldwide
382,Road to Guangdong,50.0,1,"Aug 28, 2020",Nintendo Switch,Worldwide
383,Winkeltje: The Little Shop,70.0,1,"Apr 22, 2022",Nintendo Switch,Worldwide
383,Winkeltje: The Little Shop,70.0,1,"Apr 22, 2022",PlayStation 4,Worldwide
383,Winkeltje: The Little Shop,70.0,1,"Apr 22, 2022",Xbox One,Worldwide
383,Winkeltje: The Little Shop,70.0,1,"Feb 19, 2019",PC (Microsoft Windows),North America
383,Winkeltje: The Little Shop,70.0,1,"Apr 22, 2022",PC (Microsoft Windows),Worldwide
384,Cat and Ghostly Road,70.0,1,"Feb 27, 2020",PC (Microsoft Windows),Worldwide
384,Cat and Ghostly Road,70.0,1,"Mar 06, 2024",Xbox One,Worldwide
384,Cat and Ghostly Road,70.0,1,"Mar 06, 2024",Xbox Series X|S,Worldwide
384,Cat and Ghostly Road,70.0,1,"Mar 06, 2024",PlayStation 4,Worldwide
384,Cat and Ghostly Road,70.0,1,"Mar 06, 2024",PlayStation 5,Worldwide
384,Cat and Ghostly Road,70.0,1,"Mar 06, 2024",Nintendo Switch,Worldwide
385,2084,50.0,1,"Dec 13, 2018",PC (Microsoft Windows),Worldwide
386,Hotel Sowls,65.0,1,"Dec 31, 2019",PC (Microsoft Windows),Worldwide
386,Hotel Sowls,65.0,1,"Jul 30, 2020",Nintendo Switch,Worldwide
386,Hotel Sowls,65.0,1,"Jul 29, 2020",Nintendo Switch,Europe
386,Hotel Sowls,65.0,1,"Dec 31, 2019",Mac,Worldwide
387,Metaverse Keeper,70.0,1,"Nov 12, 2020",Nintendo Switch,Worldwide
387,Metaverse Keeper,70.0,1,"Apr 10, 2019",PC (Microsoft Windows),Worldwide
387,Metaverse Keeper,70.0,1,"Apr 10, 2019",Mac,Worldwide
387,Metaverse Keeper,70.0,1,"Apr 30, 2024",iOS,Worldwide
388,Murder Mystery Machine,73.0,1,"Sep 19, 2019",iOS,Worldwide
388,Murder Mystery Machine,73.0,1,"Aug 25, 2021",Nintendo Switch,North America
388,Murder Mystery Machine,73.0,1,"Aug 25, 2021",PC (Microsoft Windows),Worldwide
388,Murder Mystery Machine,73.0,1,"Aug 25, 2021",Xbox One,Worldwide
388,Murder Mystery Machine,73.0,1,"Aug 25, 2021",PlayStation 4,Worldwide
388,Murder Mystery Machine,73.0,1,"Aug 25, 2021",Nintendo Switch,Europe
389,Fantasy Blacksmith,50.0,1,"Nov 15, 2019",PC (Microsoft Windows),Worldwide
389,Fantasy Blacksmith,50.0,1,"Nov 02, 2022",Nintendo Switch,Worldwide
389,Fantasy Blacksmith,50.0,1,"Oct 19, 2022",Xbox One,North America
390,Deadliest Catch: The Game,45.0,1,"Nov 14, 2019",PC (Microsoft Windows),Worldwide
390,Deadliest Catch: The Game,45.0,1,"Jun 28, 2023",Nintendo Switch,Worldwide
390,Deadliest Catch: The Game,45.0,1,"Jun 28, 2023",Xbox One,North America
391,Blink: Rogues,65.0,1,"Sep 28, 2018",PC (Microsoft Windows),Worldwide
391,Blink: Rogues,65.0,1,"May 07, 2021",Nintendo Switch,North America
391,Blink: Rogues,65.0,1,"May 07, 2021",Nintendo Switch,Europe
392,Pandemic Express: Zombie Escape,60.0,1,"May 02, 2019",PC (Microsoft Windows),Worldwide
393,Time Warpers,70.0,1,"Nov 02, 2018",PC (Microsoft Windows),Worldwide
394,Deadside,60.0,1,"Apr 14, 2020",PC (Microsoft Windows),Worldwide
395,Lawless Lands,70.0,1,"Aug 14, 2020",PC (Microsoft Windows),Worldwide
396,Starcom: Nexus,70.0,1,"Dec 13, 2018",PC (Microsoft Windows),Worldwide
397,Good Company,60.0,1,"Mar 31, 2020",PC (Microsoft Windows),Worldwide
397,Good Company,60.0,1,"Jun 21, 2022",PC (Microsoft Windows),Worldwide
398,Black Paradox,35.0,1,"Apr 30, 2019",PlayStation 4,North America
398,Black Paradox,35.0,1,"May 01, 2019",PlayStation 4,Europe
398,Black Paradox,35.0,1,"May 03, 2019",Nintendo Switch,Worldwide
398,Black Paradox,35.0,1,"May 03, 2019",Xbox One,Worldwide
398,Black Paradox,35.0,1,"May 02, 2019",PC (Microsoft Windows),Worldwide
398,Black Paradox,35.0,1,"Nov 14, 2018",iOS,Worldwide
398,Black Paradox,35.0,1,"Nov 22, 2019",Android,Worldwide
398,Black Paradox,35.0,1,"Jul 27, 2018",Mac,Worldwide
398,Black Paradox,35.0,1,"May 02, 2019",Mac,Worldwide
399,Seeds of Resilience,60.0,1,"Jun 13, 2019",PC (Microsoft Windows),Worldwide
399,Seeds of Resilience,60.0,1,"Dec 18, 2020",PlayStation 4,Worldwide
399,Seeds of Resilience,60.0,1,"Nov 25, 2020",Xbox One,North America
399,Seeds of Resilience,60.0,1,"Jun 17, 2020",Nintendo Switch,Europe
399,Seeds of Resilience,60.0,1,"Jun 11, 2020",Nintendo Switch,North America
399,Seeds of Resilience,60.0,1,"Jun 13, 2019",Mac,Worldwide
399,Seeds of Resilience,60.0,1,"Jun 13, 2019",Linux,Worldwide
399,Seeds of Resilience,60.0,1,"Jun 11, 2020",Nintendo Switch,Worldwide
400,Rapture Rejects,50.0,1,"Nov 29, 2018",PC (Microsoft Windows),Worldwide
401,Melting World Online,50.0,1,"Oct 04, 2018",PC (Microsoft Windows),Worldwide
402,A Long Way Down,50.0,1,"Jan 16, 2020",PC (Microsoft Windows),Worldwide
402,A Long Way Down,50.0,1,"Jan 16, 2020",Mac,Worldwide
402,A Long Way Down,50.0,1,"Jan 16, 2020",Linux,Worldwide
402,A Long Way Down,50.0,1,"Apr 01, 2021",Nintendo Switch,North America
402,A Long Way Down,50.0,1,"Apr 01, 2021",Nintendo Switch,Europe
403,Adeptus Titanicus: Dominus,80.0,1,"May 31, 2018",PC (Microsoft Windows),Worldwide
404,The Hardest Dungeon,70.0,1,"Nov 29, 2018",PC (Microsoft Windows),Worldwide
405,Find Your Way,50.0,1,"Apr 10, 2019",PC (Microsoft Windows),Worldwide
406,Newt One,70.0,1,"Sep 06, 2019",PC (Microsoft Windows),Worldwide
406,Newt One,70.0,1,"Sep 06, 2019",Xbox One,Worldwide
406,Newt One,70.0,1,"Sep 12, 2019",Nintendo Switch,North America
406,Newt One,70.0,1,"Sep 06, 2019",Mac,North America
406,Newt One,70.0,1,"Aug 30, 2019",PlayStation 4,North America
406,Newt One,70.0,1,"Sep 12, 2019",Nintendo Switch,Europe
406,Newt One,70.0,1,"Aug 30, 2019",Xbox One,North America
406,Newt One,70.0,1,"Sep 06, 2019",Mac,Worldwide
407,The True Slime King,90.0,1,"Mar 09, 2018",PC (Microsoft Windows),Worldwide
408,ValeGuard,64.0,1,"May 11, 2018",PC (Microsoft Windows),Worldwide
409,Vox Machinae,80.0,1,"Sep 26, 2018",Oculus Rift,Worldwide
409,Vox Machinae,80.0,1,"Sep 26, 2018",Windows Mixed Reality,Worldwide
409,Vox Machinae,80.0,1,"Sep 26, 2018",PC (Microsoft Windows),Worldwide
409,Vox Machinae,80.0,1,"Sep 26, 2018",SteamVR,Worldwide
409,Vox Machinae,80.0,1,"Mar 03, 2022",Meta Quest 2,Worldwide
410,Final Assault,70.0,1,"Mar 20, 2019",PC (Microsoft Windows),Worldwide
410,Final Assault,70.0,1,"May 12, 2020",PlayStation 4,Worldwide
410,Final Assault,70.0,1,TBD,PlayStation VR,Worldwide
411,BoxVR,80.0,1,"May 21, 2019",PC (Microsoft Windows),Worldwide
411,BoxVR,80.0,1,"Apr 30, 2019",PlayStation VR,Worldwide
412,Sipho,70.0,1,"Nov 13, 2018",PC (Microsoft Windows),Worldwide
412,Sipho,70.0,1,"Nov 13, 2018",Mac,Worldwide
412,Sipho,70.0,1,"Nov 13, 2018",Linux,Worldwide
413,The Snowboard Game,60.0,1,"Apr 24, 2018",PC (Microsoft Windows),Worldwide
414,Swords 'n Magic and Stuff,80.0,1,"Sep 08, 2020",PC (Microsoft Windows),Worldwide
